examine,id,members,lowalch,limit,value,highalch,icon,name,high,highTime,low,lowTime
A Saradomin crozier.,10440,True,2000.0,8.0,5000.0,3000.0,Saradomin crozier.png,Saradomin crozier,7000.0,1789651412.0,2700.0,1789650639.0
Saradomin blessed dragonhide body armour.,10386,True,5200.0,8.0,13000.0,7800.0,Saradomin d'hide body.png,Saradomin d'hide body,91427.0,1789652423.0,86587.0,1789653504.0
Saradomin blessed dragonhide boots.,19933,True,3720.0,8.0,9300.0,5580.0,Saradomin d'hide boots.png,Saradomin d'hide boots,135706.0,1789653878.0,121880.0,1789652840.0
Saradomin blessed wooden shield covered in dragon leather.,23191,True,11333.0,8.0,28334.0,17000.0,Saradomin d'hide shield.png,Saradomin d'hide shield,145441.0,1789653984.0,120015.0,1789648307.0
"A set containing a Saradomin dragonhide coif, body, chaps and vambraces.",13163,True,3600.0,8.0,9000.0,5400.0,Saradomin dragonhide set.png,Saradomin dragonhide set,359741.0,1789654096.0,320557.0,1789620325.0
Rune full helmet in the colours of Saradomin.,2665,False,14080.0,8.0,35200.0,21120.0,Saradomin full helm.png,Saradomin full helm,69139.0,1789645412.0,67000.0,1789646621.0
"A gracious, heavy sword.",11806,True,500000.0,8.0,1250000.0,750000.0,Saradomin godsword.png,Saradomin godsword,25044000.0,1789653879.0,25000002.0,1789654051.0
Use on a Saradomin godsword to make it look fancier!,20074,True,2000.0,4.0,5000.0,3000.0,Saradomin godsword ornament kit.png,Saradomin godsword ornament kit,5650000.0,1789652966.0,5410603.0,1789653485.0
Brimming with potential.,11814,True,200000.0,10000.0,500000.0,300000.0,Saradomin hilt.png,Saradomin hilt,24388827.0,1789498848.0,24175000.0,1789653114.0
Rune kiteshield in the colours of Saradomin.,2667,False,21760.0,8.0,54400.0,32640.0,Saradomin kiteshield.png,Saradomin kiteshield,51991.0,1789653155.0,46873.0,1789653621.0
A Saradomin mitre.,10452,True,2000.0,8.0,5000.0,3000.0,Saradomin mitre.png,Saradomin mitre,10000.0,1789652729.0,8500.0,1789652745.0
A Saradomin Mjolnir.,6762,True,250.0,8.0,625.0,375.0,Saradomin mjolnir.png,Saradomin mjolnir,3268.0,1789644877.0,2500.0,1789645625.0
This seems to have been torn from a book...,3827,True,80.0,5.0,200.0,120.0,Saradomin page 1.png,Saradomin page 1,1095.0,1789653769.0,1031.0,1789653755.0
This seems to have been torn from a book...,3828,True,80.0,5.0,200.0,120.0,Saradomin page 2.png,Saradomin page 2,664.0,1789651597.0,668.0,1789654292.0
This seems to have been torn from a book...,3829,True,80.0,5.0,200.0,120.0,Saradomin page 3.png,Saradomin page 3,14999.0,1789652307.0,1134.0,1789654374.0
This seems to have been torn from a book...,3830,True,80.0,5.0,200.0,120.0,Saradomin page 4.png,Saradomin page 4,666.0,1789652232.0,700.0,1789654273.0
Rune platebody in the colours of Saradomin.,2661,False,26000.0,8.0,65000.0,39000.0,Saradomin platebody.png,Saradomin platebody,47726.0,1789643961.0,45000.0,1789652538.0
Rune platelegs in the colours of Saradomin.,2663,False,25600.0,8.0,64000.0,38400.0,Saradomin platelegs.png,Saradomin platelegs,39134.0,1789653530.0,38100.0,1789651219.0
Rune plateskirt in the colours of Saradomin.,3479,False,25600.0,8.0,64000.0,38400.0,Saradomin plateskirt.png,Saradomin plateskirt,38401.0,1789645426.0,38000.0,1789653626.0
Leggings from the Saradomin Vestments.,10464,True,2800.0,8.0,7000.0,4200.0,Saradomin robe legs.png,Saradomin robe legs,37107.0,1789651024.0,33704.0,1789652171.0
Saradomin Vestments.,10458,True,2800.0,8.0,7000.0,4200.0,Saradomin robe top.png,Saradomin robe top,30220.0,1789651018.0,28601.0,1789651662.0
A Saradomin stole.,10470,True,1000.0,8.0,2500.0,1500.0,Saradomin stole.png,Saradomin stole,1108.0,1789654403.0,2129.0,1789646169.0
The incredible blade of an Icyene.,11838,True,52000.0,8.0,130000.0,78000.0,Saradomin sword.png,Saradomin sword,135867.0,1789653873.0,127681.0,1789653708.0
The starlight enlightens your mind to dispel the darkness of Zamorakian evil.,13256,True,13840.0,5.0,34600.0,20760.0,Saradomin's light.png,Saradomin's light,44879.0,1789653826.0,43369.0,1789646289.0
"After a terrible battle, Saradomin wept over the wounds of his faithful Zilyana.",12804,True,16000.0,50.0,40000.0,24000.0,Saradomin's tear.png,Saradomin's tear,6277638.0,1789654064.0,6258888.0,1789623644.0
Some nicely cooked sardines.,325,False,4.0,6000.0,10.0,6.0,Sardine.png,Sardine,12.0,1789653904.0,12.0,1789652900.0
This heart holds an ancient magical power within.,27641,True,240000.0,8.0,600000.0,360000.0,Saturated heart.png,Saturated heart,77275580.0,1789654363.0,75428703.0,1789654426.0
Good for cutting wood.,8794,True,4.0,40.0,10.0,6.0,Saw.png,Saw,340.0,1789653858.0,309.0,1789653487.0
Used to provide additional planks at the sawmill.,28628,True,40.0,10000.0,100.0,60.0,Sawmill voucher.png,Sawmill voucher,3292.0,1789646200.0,3215.0,1789652529.0
A scaled blue dragonhide.,27897,True,40.0,,100.0,60.0,Scaly blue dragonhide.png,Scaly blue dragonhide,361.0,1789654282.0,351.0,1789653978.0
A bowl of scrambled egg.,7078,True,3.0,13000.0,8.0,4.0,Scrambled egg.png,Scrambled egg,4899.0,1789352810.0,60.0,1789413389.0
A powerful scythe. It is currently uncharged.,22486,True,1600000.0,8.0,4000000.0,2400000.0,Scythe of Vitur (uncharged).png,Scythe of Vitur (uncharged),1205173020.0,1789654329.0,1200000000.0,1789654321.0
Tasty!,397,True,80.0,10000.0,200.0,120.0,Sea turtle.png,Sea turtle,1036.0,1789654406.0,1016.0,1789654348.0
It's still warm to the touch.,28931,True,80.0,11000.0,200.0,120.0,Searing page.png,Searing page,18467.0,1789654153.0,18358.0,1789652950.0
Sardine flavoured with doogle leaves.,1552,True,4.0,15.0,10.0,6.0,Seasoned sardine.png,Seasoned sardine,664.0,1789650169.0,646.0,1789609362.0
Slightly damp seaweed.,401,True,1.0,13000.0,2.0,1.0,Seaweed.png,Seaweed,5.0,1789653666.0,5.0,1789654353.0
A seaweed spore - plant in a seaweed patch.,21490,True,8.0,600.0,20.0,12.0,Seaweed spore 5.png,Seaweed spore,108.0,1789652224.0,100.0,1789654186.0
Good for pruning away diseased leaves.,5329,True,2.0,40.0,5.0,3.0,Secateurs.png,Secateurs,824.0,1789654339.0,248.0,1789642442.0
Collects leaves when chopping trees.,28161,True,40.0,10000.0,100.0,60.0,Secateurs attachment.png,Secateurs attachment,120.0,1789643706.0,120.0,1789580489.0
An ingredient for the secateurs attachment.,28159,True,400.0,,1000.0,600.0,Secateurs blade.png,Secateurs blade,4100.0,1789641907.0,1725.0,1789642514.0
WARNING: Contains information which could make your account secure!,9003,False,1.0,15.0,2.0,1.0,Security book.png,Security book,100.0,1789651502.0,98.0,1789651498.0
Use this to plant seeds with.,5343,True,2.0,40.0,6.0,3.0,Seed dibber.png,Seed dibber,349.0,1789654328.0,171.0,1789654109.0
Bloodwood-treated arrows with adamant heads.,33577,True,32.0,,80.0,48.0,Seeking adamant arrow 5.png,Seeking adamant arrow,395.0,1789516585.0,155.0,1789600383.0
Bloodwood-treated arrows with amethyst heads.,33589,True,196.0,,490.0,294.0,Seeking amethyst arrow 5.png,Seeking amethyst arrow,593.0,1789651678.0,571.0,1789654402.0
Bloodwood-treated arrows with bronze heads.,33553,True,1.0,,1.0,1.0,Seeking bronze arrow 5.png,Seeking bronze arrow,999.0,1789543367.0,100.0,1789581584.0
An arrow made using a dragon's talon.,33595,True,320.0,11000.0,800.0,480.0,Seeking dragon arrow 5.png,Seeking dragon arrow,2337.0,1789654324.0,2270.0,1789654286.0
Bloodwood-treated arrows with iron heads.,33559,True,1.0,,3.0,1.0,Seeking iron arrow 5.png,Seeking iron arrow,1000.0,1789197110.0,84.0,1789317414.0
Bloodwood-treated arrows with mithril heads.,33571,True,12.0,,32.0,19.0,Seeking mithril arrow 5.png,Seeking mithril arrow,650.0,1789621394.0,201.0,1789643883.0
Bloodwood-treated arrows with rune heads.,33583,True,160.0,,400.0,240.0,Seeking rune arrow 5.png,Seeking rune arrow,416.0,1789621100.0,300.0,1789647438.0
Bloodwood-treated arrows with steel heads.,33565,True,4.0,,12.0,7.0,Seeking steel arrow 5.png,Seeking steel arrow,169.0,1788026154.0,92.0,1789152242.0
An ancient Fremennik bow that was once used to battle the Moon Clan.,6724,True,3200.0,8.0,8000.0,4800.0,Seercull.png,Seercull,54995.0,1789654092.0,43122.0,1789653833.0
The icon of an archer.,28304,True,3200.0,,8000.0,4800.0,Seers icon.png,Seers icon,974967.0,1789642445.0,760960.0,1789508156.0
A mysterious ring that can fill the wearer with magical power...,6731,True,4000.0,8.0,10000.0,6000.0,Seers ring.png,Seers ring,843873.0,1789654209.0,822437.0,1789654286.0
A teleport to Senntisten.,12782,True,1.0,10000.0,1.0,1.0,Senntisten teleport (tablet).png,Senntisten teleport (tablet),2398.0,1789654111.0,1989.0,1789653726.0
Needs to be charged with Zulrah's scales.,12929,True,44000.0,8.0,110000.0,66000.0,Serpentine helm (uncharged).png,Serpentine helm (uncharged),3172861.0,1789654423.0,3103506.0,1789653986.0
Maybe you could use a chisel to craft this into a helmet.,12927,True,42000.0,5.0,105000.0,63000.0,Serpentine visage.png,Serpentine visage,3075000.0,1789628590.0,3075000.0,1789650164.0
1 dose serum 207 as described in Herbi Flax's diary.,3414,True,4.0,2000.0,11.0,6.0,Serum 207 (1).png,Serum 207 (1),149.0,1789650106.0,13.0,1789611145.0
2 doses serum 207 as described in Herbi Flax's diary.,3412,True,5.0,2000.0,13.0,7.0,Serum 207 (2).png,Serum 207 (2),3.0,1789465132.0,3.0,1789638285.0
3 doses serum 207 as described in Herbi Flax's diary.,3410,True,5.0,2000.0,13.0,7.0,Serum 207 (3).png,Serum 207 (3),31.0,1789582622.0,25.0,1789651549.0
4 doses serum 207 as described in Herbi Flax's diary.,3408,True,5.0,2000.0,14.0,8.0,Serum 207 (4).png,Serum 207 (4),50.0,1789651580.0,35.0,1789647773.0
"If a shade had knees, this would keep them nice and warm.",548,False,12.0,125.0,30.0,18.0,Shade robe.png,Shade robe,210.0,1789654239.0,121.0,1789651595.0
I feel closer to the gods when I am wearing this.,546,False,16.0,125.0,40.0,24.0,Shade robe top.png,Shade robe top,3500.0,1789650337.0,981.0,1789652297.0
Large glistening bones which glow with a pale yellow aura.,3123,True,1.0,7500.0,1.0,1.0,Shaikahan bones.png,Shaikahan bones,4988.0,1789586535.0,5000.0,1789572315.0
The mask worn by ogre shamans.,21838,False,3200.0,125.0,8000.0,4800.0,Shaman mask.png,Shaman mask,47300.0,1789652585.0,43002.0,1789651501.0
Allows you to pass through the Shantay pass into the Kharid Desert.,1854,True,2.0,18000.0,5.0,3.0,Shantay pass (item).png,Shantay pass (item),27.0,1789654401.0,26.0,1789651322.0
I'd better be careful eating this.,385,True,68.0,10000.0,170.0,102.0,Shark.png,Shark,999.0,1789654418.0,981.0,1789654301.0
Sharks just can't get enough of these,30900,True,4.0,10000.0,10.0,6.0,Shark lure.png,Shark lure,209.0,1789653825.0,209.0,1789651947.0
A grey paint. This might look good on a boat.,32090,True,1.0,5.0,1.0,1.0,Shark paint.png,Shark paint,816.0,1789653919.0,706.0,1789653614.0
A banner showcasing the colours of Leagues III - Shattered Relics.,26424,True,400.0,,1000.0,600.0,Shattered banner.png,Shattered banner,84181.0,1789620057.0,30000.0,1789443743.0
The boots of a Shattered Relic Hunter.,26436,True,6000.0,,15000.0,9000.0,Shattered boots (t1).png,Shattered boots (t1),18561.0,1789613849.0,10.0,1789614918.0
The boots of a Shattered Relic Hunter.,26448,True,,,15000.0,,Shattered boots (t2).png,Shattered boots (t2),126350.0,1789387686.0,125000.0,1789541855.0
The boots of a Shattered Relic Hunter.,26460,True,6000.0,,15000.0,9000.0,Shattered boots (t3).png,Shattered boots (t3),184357.0,1789517880.0,131000.0,1789517967.0
The cane of a Shattered relic hunter.,26517,True,400.0,,1000.0,600.0,Shattered cane.png,Shattered cane,1604609.0,1789647554.0,1505555.0,1789388971.0
An ornamental kit for the Dwarf multicannon in the style of Leagues III - Shattered Relics.,26528,True,10000.0,5.0,25000.0,15000.0,Shattered cannon ornament kit.png,Shattered cannon ornament kit,420000.0,1789651684.0,401948.0,1789652890.0
The headgear of a Shattered Relic Hunter.,26427,True,6000.0,,15000.0,9000.0,Shattered hood (t1).png,Shattered hood (t1),102405.0,1789594199.0,50000.0,1789523956.0
The headgear of a Shattered Relic Hunter.,26439,True,6000.0,,15000.0,9000.0,Shattered hood (t2).png,Shattered hood (t2),159541.0,1789589373.0,1000.0,1789459980.0
The headgear of a Shattered Relic Hunter.,26451,True,6000.0,,15000.0,9000.0,Shattered hood (t3).png,Shattered hood (t3),1544443.0,1789623129.0,1385000.0,1789629332.0
"A set containing Shattered boots (t1), Shattered trousers (t1), Shattered top (t1) and Shattered hood (t1).",26554,True,20000.0,,50000.0,30000.0,Shattered relic hunter (t1) armour set.png,Shattered relic hunter (t1) armour set,335564.0,1789609440.0,350000.0,1789589781.0
"A set containing Shattered boots (t2), Shattered trousers (t2), Shattered top (t2) and Shattered hood (t2).",26557,True,20000.0,,50000.0,30000.0,Shattered relic hunter (t2) armour set.png,Shattered relic hunter (t2) armour set,1077327.0,1789570008.0,1538843.0,1789173080.0
"A set containing Shattered boots (t3), Shattered trousers (t3), Shattered top (t3) and Shattered hood (t3).",26560,True,20000.0,,50000.0,30000.0,Shattered relic hunter (t3) armour set.png,Shattered relic hunter (t3) armour set,3860462.0,1789647884.0,3633005.0,1789570231.0
A kit that can be used to apply a Leagues III - Shattered Relics theme to a blue Mystic robe piece.,26541,True,10000.0,5.0,25000.0,15000.0,Shattered relics mystic ornament kit.png,Shattered relics mystic ornament kit,53053.0,1789650331.0,67878.0,1789614238.0
"A kit that can be used to apply a Leagues III - Shattered Relics theme to an Abyssal whip or Tentacle, Rune crossbow or God book piece.",26421,True,10000.0,5.0,25000.0,15000.0,Shattered relics variety ornament kit.png,Shattered relics variety ornament kit,705809.0,1789652689.0,610897.0,1789653810.0
A kit that can be used on void armour to theme it to Leagues III - Shattered Relics.,26479,True,10000.0,5.0,25000.0,15000.0,Shattered relics void ornament kit.png,Shattered relics void ornament kit,412339.0,1789653400.0,393961.0,1789653798.0
A scroll which unlocks the Shattered Relics home teleport animation.,26500,True,10000.0,,25000.0,15000.0,Shattered teleport scroll.png,Shattered teleport scroll,700000.0,1789649775.0,450000.0,1789465778.0
The shirt of a Shattered Relic Hunter.,26430,True,6000.0,,15000.0,9000.0,Shattered top (t1).png,Shattered top (t1),76259.0,1789629771.0,9069.0,1789440816.0
The shirt of a Shattered Relic Hunter.,26442,True,6000.0,,15000.0,9000.0,Shattered top (t2).png,Shattered top (t2),361000.0,1789480926.0,222222.0,1789459965.0
The shirt of a Shattered Relic Hunter.,26454,True,6000.0,,15000.0,9000.0,Shattered top (t3).png,Shattered top (t3),979000.0,1789510678.0,472000.0,1789511924.0
The trousers of a Shattered Relic Hunter.,26433,True,6000.0,,15000.0,9000.0,Shattered trousers (t1).png,Shattered trousers (t1),70852.0,1789577019.0,15000.0,1789599284.0
The trousers of a Shattered Relic Hunter.,26445,True,6000.0,,15000.0,9000.0,Shattered trousers (t2).png,Shattered trousers (t2),67688.0,1789599816.0,50000.0,1789543485.0
The trousers of a Shattered Relic Hunter.,26457,True,6000.0,,15000.0,9000.0,Shattered trousers (t3).png,Shattered trousers (t3),446240.0,1789634385.0,131313.0,1789511932.0
How does it all fit in there?,8596,True,4.0,500.0,10.0,6.0,Shaving stand (flatpack).png,Shaving stand (flatpack),100000.0,1784936108.0,100000.0,1784936107.0
A war torn banner baring the sigil of house Shayzien.,20263,True,28.0,4.0,70.0,42.0,Shayzien banner.png,Shayzien banner,15000.0,1789504224.0,2000.0,1789646618.0
A rare hood from Shayzien.,20125,True,1.0,4.0,1.0,1.0,Shayzien hood.png,Shayzien hood,9850.0,1789634442.0,2777.0,1789653649.0
A red scarf adorned with a skull.,19955,True,4000.0,4.0,10000.0,6000.0,Shayzien scarf.png,Shayzien scarf,127115.0,1789610581.0,5755.0,1789651519.0
For shearing sheep.,1735,False,1.0,40.0,1.0,1.0,Shears.png,Shears,140.0,1789654333.0,129.0,1789651902.0
The left half of a dragon square shield.,2366,True,44000.0,50.0,110000.0,66000.0,Shield left half.png,Shield left half,65170.0,1789652144.0,64850.0,1789653897.0
The right half of a dragon square shield.,2368,True,200000.0,50.0,500000.0,300000.0,Shield right half.png,Shield right half,799999.0,1789650323.0,750000.0,1789626404.0
Allows you passage on the 'Lady of the waves' ship.,621,True,2.0,18000.0,5.0,3.0,Ship ticket.png,Ship ticket,40000.0,1788914806.0,500.0,1789627210.0
Tiny!,5030,True,180.0,150.0,450.0,270.0,Shirt (brown).png,Shirt (brown),772.0,1789608010.0,10.0,1789494968.0
Tiny!,5034,True,250.0,150.0,625.0,375.0,Shirt (lilac).png,Shirt (lilac),1016.0,1789644828.0,533.0,1789619759.0
Tiny!,5032,True,240.0,150.0,600.0,360.0,Shirt (yellow).png,Shirt (yellow),1016.0,1789654127.0,45.0,1789302312.0
How does it all fit in there?,8610,True,4.0,500.0,10.0,6.0,Shoe box (flatpack).png,Shoe box (flatpack),6.0,1788958682.0,55.0,1788119869.0
A Short Green Guy... looks good.,2080,True,12.0,2000.0,30.0,18.0,Short green guy.png,Short green guy,3000.0,1789651237.0,3000.0,1789630513.0
Short but effective.,841,False,20.0,18000.0,50.0,30.0,Shortbow.png,Shortbow,61.0,1789653350.0,60.0,1789653987.0
I need to find a string for this.,50,True,9.0,10000.0,23.0,13.0,Shortbow (u).png,Shortbow (u),23.0,1789623813.0,17.0,1789648576.0
"Blue shorts, these would look great on dwarves!",5046,True,156.0,150.0,390.0,234.0,Shorts (blue).png,Shorts (blue),1500.0,1789651631.0,1500.0,1789644385.0
"These look great, on dwarves!",5042,True,112.0,150.0,280.0,168.0,Shorts (brown).png,Shorts (brown),1592.0,1789647568.0,25.0,1789576159.0
Yellow shorts. Far too small for you.,5044,True,144.0,150.0,360.0,216.0,Shorts (yellow).png,Shorts (yellow),1530.0,1789648439.0,25.0,1789576157.0
Polly want a cracker?,23300,False,400.0,4.0,1000.0,600.0,Shoulder parrot.png,Shoulder parrot,78986.0,1789648073.0,83982.0,1789651682.0
Some nicely cooked shrimp.,315,False,2.0,6000.0,5.0,3.0,Shrimps.png,Shrimps,32.0,1789654138.0,30.0,1789654265.0
A shrunk ogleroot! How odd...,11205,True,1.0,15.0,2.0,1.0,Shrunk ogleroot 5.png,Shrunk ogleroot,524.0,1789600265.0,524.0,1789615065.0
Used to make sickles.,2976,True,4.0,40.0,10.0,6.0,Sickle mould.png,Sickle mould,51.0,1789648282.0,51.0,1789653227.0
It's a sheet of silk.,950,False,12.0,18000.0,30.0,18.0,Silk.png,Silk,15.0,1789654220.0,15.0,1789653730.0
It's a bar of silver.,2355,False,60.0,10000.0,150.0,90.0,Silver bar.png,Silver bar,113.0,1789654366.0,110.0,1789654384.0
Silver crossbow bolts.,9145,True,2.0,11000.0,5.0,3.0,Silver bolts 5.png,Silver bolts,8.0,1789653313.0,7.0,1789647151.0
Some poisoned silver bolts.,9292,True,2.0,11000.0,5.0,3.0,Silver bolts (p) 5.png,Silver bolts (p),3500.0,1786404583.0,1792.0,1786900448.0
Some poisoned silver bolts.,9299,True,2.0,11000.0,5.0,3.0,Silver bolts (p+) 5.png,Silver bolts (p+),50.0,1789618692.0,4.0,1789617020.0
Some poisoned silver bolts.,9306,True,2.0,11000.0,5.0,3.0,Silver bolts (p++) 5.png,Silver bolts (p++),2.0,1785300874.0,407.0,1787164504.0
Unfeathered silver crossbow bolts.,9382,True,1.0,13000.0,1.0,1.0,Silver bolts (unf) 5.png,Silver bolts (unf),10.0,1789620496.0,2.0,1789620505.0
It's ground up silver.,7650,True,80.0,13000.0,200.0,120.0,Silver dust.png,Silver dust,900.0,1789653584.0,900.0,1789612478.0
Perhaps someone can do something with this.,25451,True,7680.0,8.0,19200.0,11520.0,Silver locks.png,Silver locks,10541.0,1789639821.0,10204.0,1789645643.0
This needs refining.,442,False,30.0,13000.0,75.0,45.0,Silver ore.png,Silver ore,68.0,1789652992.0,69.0,1789654396.0
It's a silver sickle.,2961,True,70.0,15.0,175.0,105.0,Silver sickle.png,Silver sickle,400.0,1789654416.0,240.0,1789652921.0
I can use this to make a crossbow string.,9436,True,1.0,13000.0,2.0,1.0,Sinew.png,Sinew,500.0,1789654056.0,500.0,1789645466.0
You get a sense of dread from this key.,993,True,32.0,11000.0,80.0,48.0,Sinister key.png,Sinister key,22585.0,1789619829.0,22800.0,1789650487.0
"A set containing a Skeletal helm, Skeletal top, Skeletal bottoms, Skeletal boots and Skeletal gloves.",31154,True,58000.0,2.0,145000.0,87000.0,Skeletal armour set.png,Skeletal armour set,999995.0,1789611419.0,607680.0,1789611466.0
"Some finely crafted Fremennik boots, made from the bones of a wallasalki.",6147,True,260.0,125.0,650.0,390.0,Skeletal boots.png,Skeletal boots,118518.0,1789506846.0,77555.0,1789620513.0
A superior set of strengthened slacks for any self respecting seer.,6141,True,16000.0,70.0,40000.0,24000.0,Skeletal bottoms.png,Skeletal bottoms,29000.0,1789623111.0,22300.0,1789653481.0
Fremennik gloves stitched together from wallasalki bones fragments.,6153,True,260.0,125.0,650.0,390.0,Skeletal gloves.png,Skeletal gloves,221094.0,1789614233.0,220555.0,1789623684.0
Make your foes cower by wearing a skull as a helmet!,6137,True,4000.0,70.0,10000.0,6000.0,Skeletal helm.png,Skeletal helm,240703.0,1789614200.0,140555.0,1789614379.0
The bones in this armour seem to vibrate with a magical quality...,6139,True,18000.0,70.0,45000.0,27000.0,Skeletal top.png,Skeletal top,26358.0,1789635055.0,26358.0,1789653479.0
It looks like this could be attached to a shield somehow.,22006,True,600000.0,5.0,1500000.0,900000.0,Skeletal visage.png,Skeletal visage,12072652.0,1789610789.0,11705003.0,1789654156.0
Generally used for impaling fresh meat.,7443,True,1280.0,50.0,3200.0,1920.0,Skewer.png,Skewer,2152.0,1789320350.0,280.0,1789323558.0
"A sharp pointed stick, quite resistant to fire.",6305,True,4.0,13000.0,10.0,6.0,Skewer stick.png,Skewer stick,30.0,1789650125.0,28.0,1789600236.0
You will need to recharge the necklace at the Legends Guild.,11113,True,8080.0,10000.0,20200.0,12120.0,Skills necklace.png,Skills necklace,11654.0,1789653135.0,11543.0,1789654376.0
This will help me travel.,11105,True,8080.0,10000.0,20200.0,12120.0,Skills necklace(4).png,Skills necklace(4),11622.0,1789654385.0,11564.0,1789651297.0
This will help me travel.,11968,True,8080.0,10000.0,20200.0,12120.0,Skills necklace(6).png,Skills necklace(6),11985.0,1789654413.0,11985.0,1789653949.0
A blue skirt.,5052,True,250.0,150.0,625.0,375.0,Skirt (blue).png,Skirt (blue),485.0,1789608655.0,2994.0,1788228940.0
A brown skirt. Size small!,5048,True,140.0,150.0,350.0,210.0,Skirt (brown).png,Skirt (brown),493.0,1789527042.0,1500.0,1789482841.0
Lilac skirt.,5050,True,220.0,150.0,550.0,330.0,Skirt (lilac).png,Skirt (lilac),463.0,1789608032.0,800.0,1788944929.0
"The skull of an oathbound warrior. Severed from its body, it still maintains some power.",27673,True,32000.0,8.0,80000.0,48000.0,Skull of Vet'ion.png,Skull of Vet'ion,49537.0,1789649853.0,48050.0,1789653402.0
A fearsome looking skull.,6163,True,24.0,11000.0,60.0,36.0,Skull piece.png,Skull piece,77344.0,1789472541.0,77344.0,1789543353.0
Don't make anyone jump when you ring this!,10952,True,60.0,40.0,150.0,90.0,Slayer bell.png,Slayer bell,91.0,1789654430.0,2.0,1789539856.0
The parchment contains a spell invented by Slayer Masters in ancient times.,21257,True,480.0,500.0,1200.0,720.0,Slayer's enchantment.png,Slayer's enchantment,1313.0,1789651871.0,1259.0,1789653797.0
Ale with bite.,5759,True,1.0,2000.0,2.0,1.0,Slayer's respite.png,Slayer's respite,112.0,1789653952.0,112.0,1789653966.0
This keg contains 4 pints of Slayer's Respite.,5841,True,1.0,2000.0,1.0,1.0,Slayer's respite(4).png,Slayer's respite(4),14973.0,1789368696.0,146248.0,1789186454.0
This looks a good deal stronger than normal Slayer's Respite.,5761,True,1.0,2000.0,2.0,1.0,Slayer's respite(m).png,Slayer's respite(m),35000.0,1789651178.0,25000.0,1789605699.0
This keg contains 4 pints of mature Slayer's Respite.,5921,True,1.0,2000.0,1.0,1.0,Slayer's respite(m4).png,Slayer's respite(m4),287288.0,1789483800.0,116000.0,1789494266.0
An old and magical staff.,4170,True,8400.0,70.0,21000.0,12600.0,Slayer's staff.png,Slayer's staff,24525.0,1789653918.0,21555.0,1789650410.0
A cap for wearing whilzzzzzzzzzz.,10398,True,800.0,4.0,2000.0,1200.0,Sleeping cap.png,Sleeping cap,25500.0,1789645907.0,15000.0,1789652679.0
You swear you had more than three slices before.,3162,False,1.0,15.0,2.0,1.0,Sliced banana.png,Sliced banana,57.0,1789652819.0,191.0,1789577264.0
A bowl of sliced Bittercap mushrooms.,7080,True,16.0,13000.0,42.0,25.0,Sliced mushrooms.png,Sliced mushrooms,113.0,1788853504.0,200.0,1789079515.0
You can plant this in your garden.,8441,True,6000.0,10000.0,15000.0,9000.0,Small box hedge (bagged).png,Small box hedge (bagged),15440.0,1789642546.0,11000.0,1789515010.0
Useful for catching small fish.,303,False,2.0,40.0,5.0,3.0,Small fishing net.png,Small fishing net,189.0,1789654232.0,187.0,1789654312.0
It gives a 10% accuracy and damage bonus for spells on the standard spellbook.,11998,True,6200.0,8.0,15500.0,9300.0,Smoke battlestaff.png,Smoke battlestaff,1961622.0,1789653638.0,1888821.0,1789654051.0
A combined Air and Fire Rune.,4697,True,8.0,18000.0,20.0,12.0,Smoke rune.png,Smoke rune,64.0,1789654369.0,64.0,1789654361.0
A smouldering stone from the depths of Hell.,13233,True,18000.0,5.0,45000.0,27000.0,Smouldering stone.png,Smouldering stone,3506177.0,1789654137.0,3368863.0,1789652958.0
Scaly but not slimy! It could be a useful material if it were tanned.,6287,True,14.0,13000.0,35.0,21.0,Snake hide.png,Snake hide,181.0,1789596422.0,195.0,1789652183.0
Scaly but not slimy!,7801,True,14.0,11000.0,35.0,21.0,Snake hide (swamp).png,Snake hide (swamp),280.0,1789651453.0,19.0,1789591762.0
Nicely tanned skin from a snake.,6289,True,20.0,13000.0,50.0,30.0,Snakeskin.png,Snakeskin,11.0,1789654264.0,10.0,1789653653.0
Lightweight head protection.,6326,True,120.0,125.0,300.0,180.0,Snakeskin bandana.png,Snakeskin bandana,263.0,1789652077.0,516.0,1789654188.0
Made from 100% real snakeskin.,6322,True,500.0,125.0,1250.0,750.0,Snakeskin body.png,Snakeskin body,1777.0,1789654106.0,830.0,1789653387.0
Made from snakes.,6328,True,100.0,125.0,250.0,150.0,Snakeskin boots.png,Snakeskin boots,266.0,1789654431.0,258.0,1789654186.0
Made from 100% real snake.,6324,True,470.0,125.0,1175.0,705.0,Snakeskin chaps.png,Snakeskin chaps,1253.0,1789654129.0,450.0,1789650461.0
A solid willow shield covered in snakeskin leather.,22272,True,368.0,125.0,920.0,552.0,Snakeskin shield.png,Snakeskin shield,207.0,1789653485.0,111.0,1789626508.0
Made from 100% real snake.,6330,True,173.0,125.0,434.0,260.0,Snakeskin vambraces.png,Snakeskin vambraces,157.0,1789653679.0,20.0,1789649029.0
A powerful herb.,3000,True,23.0,11000.0,59.0,35.0,Snapdragon.png,Snapdragon,7553.0,1789654430.0,7553.0,1789654279.0
I need another ingredient to finish this Snapdragon potion.,3004,True,23.0,10000.0,59.0,35.0,Snapdragon potion (unf).png,Snapdragon potion (unf),7922.0,1789654397.0,7900.0,1789654412.0
